Marital status,Application mode,Application order,Course,Day/evening attendance,Previous qualification,Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,12,1,Management (evening attendance),Evening ,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,male,no,27,no,0,5,8,4,11.5,0,0,5,9,3,10.33333333,0,12.7,3.7,-1.7,Dropout
Single,12,1,Journalism and Communication,Day,OtherÑSecondary educationSecondary educationth Yr of schooling,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff,yes,no,no,yes,male,no,52,no,0,6,7,5,13,0,0,6,6,6,15,0,9.4,-0.8,-3.12,Graduate
Married,14,1,Agronomy,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,no,male,no,29,no,0,6,6,0,0,0,0,6,8,0,0,0,15.5,2.8,-4.06,Dropout
Single,16,1,Agronomy,Day,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and SafetyWorkers, and Sellers","Personal Services, Security and SafetyWorkers, and Sellers",yes,no,yes,no,male,no,22,no,0,6,12,3,11.33333333,0,0,6,13,2,11,0,8.9,1.4,3.51,Dropout
Single,14,1,Veterinary Nursing,Day,Secondary education,Mozambican,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,male,no,28,yes,13,18,45,18,12.5,12,10,13,26,12,11.42857143,6,15.5,2.8,-4.06,Graduate
Single,12,1,Advertising and Marketing Management,Day,Frequency of higher education,Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,male,no,30,no,0,5,5,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
Single,1,2,Nursing,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Armed Forces Professions,yes,no,no,yes,female,no,18,no,0,7,7,7,13.47142857,0,0,8,9,8,13.94444444,0,16.2,0.3,-0.92,Graduate
Single,1,2,Advertising and Marketing Management,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Personal Services, Security and SafetyWorkers, and Sellers",yes,no,no,yes,female,no,21,no,0,5,5,4,11.75,0,0,5,5,3,13.33333333,0,9.4,-0.8,-3.12,Graduate
Single,1,1,Communication Design,Day,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and SafetyWorkers, and Sellers",Administrative staff,yes,no,yes,yes,female,yes,20,no,0,6,9,6,13.33333333,0,0,6,10,6,14.66666667,0,12.7,3.7,-1.7,Graduate
Single,13,1,Nursing,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,yes,21,no,0,8,8,8,13.105,0,0,8,8,8,13.105,0,9.4,-0.8,-3.12,Graduate
Married,12,1,Management (evening attendance),Evening ,Basic education Higher educationÑdegreerd cycle (OtherÑSecondary educationSecondary educationth Yr of schoolingth/Secondary education0th Yr of schoolingth/Secondary education0th Yr of schoolingth Yr of schoolingÑnot completedth year) or equivalent,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",no,no,yes,no,female,no,32,no,0,5,5,0,0,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
Single,1,3,Communication Design,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Agriculture, Fisheries, and Forestry",yes,no,no,yes,male,yes,20,no,0,6,6,6,15.5,0,0,6,7,6,12.16666667,0,12.4,0.5,1.79,Graduate
Single,1,4,Animation and Multimedia Design,Day,Secondary education,Portuguese,General commerce course,Basic Education Higher Education—degreerd Cycle (Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth Year (Old)th/Other—Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schoolingth/Higher Education—bachelor’s degreend year complementary high school courseth Year) or Equivalent,Administrative staff,"Personal Services, Security and SafetyWorkers, and Sellers",yes,no,yes,no,male,no,19,no,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
Single,6,1,Advertising and Marketing Management,Day,Secondary education,Brazilian,Higher Education—bachelor’s degreend cycle of the general high school course,Unknown,Other Situation;,Other Situation;,no,no,yes,no,male,no,18,yes,0,6,6,4,11.25,0,0,6,7,3,12.33333333,0,8.9,1.4,3.51,Dropout
Single,14,1,Management (evening attendance),Evening ,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Installation and Machine Operators and Assembly Workers,Armed Forces Professions,yes,no,no,no,male,no,23,no,10,15,24,12,11,0,10,14,21,11,11.36363636,1,7.6,2.6,0.32,Dropout
Single,1,1,Tourism,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Administrative staff,yes,no,no,yes,male,no,20,no,0,6,10,6,12.33333333,0,0,6,9,4,13,0,12.4,0.5,1.79,Graduate
Married,14,2,Management,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",yes,no,no,yes,female,no,46,no,4,9,18,8,11.375,2,0,5,11,5,11.8,0,9.4,-0.8,-3.12,Graduate
Single,8,1,Agronomy,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Intermediate Level Technicians and Professions,no,no,no,yes,male,no,27,no,16,18,19,18,12.22222222,0,9,12,15,12,12.38461538,0,15.5,2.8,-4.06,Graduate
Single,3,1,Animation and Multimedia Design,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,20,no,0,0,0,0,0,0,0,0,0,0,0,0,16.2,0.3,-0.92,Enrolled
Married,14,3,Social Service (evening attendance),Evening ,Basic education Higher educationÑdegreerd cycle (OtherÑSecondary educationSecondary educationth Yr of schoolingth/Secondary education0th Yr of schoolingth/Secondary education0th Yr of schoolingth Yr of schoolingÑnot completedth year) or equivalent,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Administrative staff,Specialists in Intellectual and Scientific Activities,yes,no,no,yes,male,no,41,no,5,9,11,9,12,0,3,7,8,6,12,0,9.4,-0.8,-3.12,Graduate
Single,6,1,Management,Day,Secondary education,Angolan,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Agriculture, Fisheries, and Forestry",no,no,yes,yes,male,no,40,yes,0,5,10,1,11,0,0,5,10,1,10,0,11.1,0.6,2.02,Enrolled
Married,15,1,Social Service (evening attendance),Evening ,Technological specialization course,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,male,no,37,no,12,16,17,16,14.125,0,6,11,14,10,13,0,12.4,0.5,1.79,Graduate
Single,1,4,Management,Day,Secondary education,Portuguese,General commerce course,Complementary High School Course,Administrative staff,Other Situation;,no,no,no,yes,male,no,20,no,0,5,8,5,10.2,0,0,5,7,5,11.2,0,12.4,0.5,1.79,Enrolled
Single,15,1,Equiniculture,Day,Technological specialization course,Portuguese,General commerce course,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Student,Student,yes,no,no,yes,female,no,20,no,0,5,7,4,12,1,0,5,6,4,12.4,0,10.8,1.4,1.74,Enrolled
Single,4,1,Management (evening attendance),Evening ,Higher educationÑdegree (Secondary educationst cycle),Portuguese,General commerce course,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Unskilled Workers,no,no,no,yes,female,no,26,no,8,9,11,9,12.33333333,0,4,7,7,7,12.57142857,0,12.4,0.5,1.79,Graduate
Married,12,1,Social Service (evening attendance),Evening ,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",no,no,no,yes,male,no,54,no,4,9,9,9,14.33333333,0,2,7,7,7,13.85714286,0,8.9,1.4,3.51,Graduate
Single,8,5,Advertising and Marketing Management,Day,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education Secondary Education—12th Year of Schooling or Equivalentst cycle (Higher Education—master’s degreeth/Higher Education—doctorateth year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,male,no,21,no,0,6,6,6,15.16666667,0,0,6,9,6,14,0,10.8,1.4,1.74,Graduate
Single,1,1,Veterinary Nursing,Day,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,yes,no,no,yes,female,yes,20,no,0,6,8,6,15.14285714,0,0,6,8,6,15.14285714,0,11.1,0.6,2.02,Graduate
Single,8,6,Journalism and Communication,Day,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education Higher Education—bachelor’s degreend Cycle (Frequency of Higher Educationth/Secondary Education—12th Year of Schooling or EquivalentHigher Education—bachelor’s degreeth Year of Schooling—not completedth/Secondary Education—12th Year of Schooling or EquivalentSecondary Education—12th Year of Schooling or Equivalentth Year of Schooling—not completedth Year) or equivalent,Unskilled Workers,Unskilled Workers,yes,no,no,yes,female,no,18,no,0,6,0,0,0,0,0,6,0,0,0,0,12.4,0.5,1.79,Dropout
